	title	url	party	year	type	lang	doc_id	party_abbr
716	                  Kokoomuksen energiapoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/8	Kansallinen Kokoomus	1981	erityisohjelma	FI	KOK_8	KOK
717	                  Kokoomuksen periaateohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/62	Kansallinen Kokoomus	1981	yleisohjelma	FI	KOK_62	KOK
718	                  Kansallisen Kokoomuksen kunnallispoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/30	Kansallinen Kokoomus	1979	erityisohjelma	FI	KOK_30	KOK
719	                  Kokoomuksen koulutuspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/19	Kansallinen Kokoomus	1979	erityisohjelma	FI	KOK_19	KOK
720	                  Kokoomuksen maatalouspoliittinen ja metsäpoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/46	Kansallinen Kokoomus	1979	erityisohjelma	FI	KOK_46	KOK
721	                  Kokoomuksen tavoitteet 1980-luvun politiikassa                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/81	Kansallinen Kokoomus	1979	yleisohjelma	FI	KOK_81	KOK
722	                  Kansallisen Kokoomuksen kulttuuripoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/22	Kansallinen Kokoomus	1976	erityisohjelma	FI	KOK_22	KOK
723	                  Kansallisen Kokoomuksen ympäristöpoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/122	Kansallinen Kokoomus	1976	erityisohjelma	FI	KOK_122	KOK
724	                  Kokoomuksen kunnallispoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/29	Kansallinen Kokoomus	1975	erityisohjelma	FI	KOK_29	KOK
725	                  Kokoomuksen aluepoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/1	Kansallinen Kokoomus	1974	erityisohjelma	FI	KOK_1	KOK
726	                  Kokoomuksen liikuntapoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/42	Kansallinen Kokoomus	1974	erityisohjelma	FI	KOK_42	KOK
727	                  Kokoomuksen maatalouspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/50	Kansallinen Kokoomus	1974	erityisohjelma	FI	KOK_50	KOK
728	                  Kokoomuksen näkökohtia Pohjois-Suomen kehityksen edistämiseksi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/68	Kansallinen Kokoomus	1974	erityisohjelma	FI	KOK_68	KOK
729	                  Kokoomuksen kuluttajapoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/24	Kansallinen Kokoomus	1973	erityisohjelma	FI	KOK_24	KOK
730	                  Kokoomuksen liikennepoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/39	Kansallinen Kokoomus	1973	erityisohjelma	FI	KOK_39	KOK
731	                  Kokoomuksen metsäpoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/51	Kansallinen Kokoomus	1973	erityisohjelma	FI	KOK_51	KOK
732	                  Kokoomuksen kirkkopoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/17	Kansallinen Kokoomus	1972	erityisohjelma	FI	KOK_17	KOK
733	                  Kokoomuksen kunnallispoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/28	Kansallinen Kokoomus	1972	erityisohjelma	FI	KOK_28	KOK
734	                  Kokoomuksen kuvataidepoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/36	Kansallinen Kokoomus	1972	erityisohjelma	FI	KOK_36	KOK
735	                  Kokoomuksen lähiajan tavoiteohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/80	Kansallinen Kokoomus	1972	yleisohjelma	FI	KOK_80	KOK
736	                  Kokoomuksen vakuutuspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/110	Kansallinen Kokoomus	1972	erityisohjelma	FI	KOK_110	KOK
737	                  Luonnos Kokoomuksen oikeusturvapoliittiseksi ohjelmaksi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/58	Kansallinen Kokoomus	1971	erityisohjelma	FI	KOK_58	KOK
738	                  OIKEUSTURVAMME - Kokoomuksen oikeusturvapoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/57	Kansallinen Kokoomus	1971	erityisohjelma	FI	KOK_57	KOK
739	                  Vapaus on väkevä voima                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/116	Kansallinen Kokoomus	1971	erityisohjelma	FI	KOK_116	KOK
740	                  Ehdotus Kansallisen kokoomuksen periaateohjelmaksi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/65	Kansallinen Kokoomus	1970	yleisohjelma	FI	KOK_65	KOK
741	                  Kansallisen Kokoomuksen Periaateohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/61	Kansallinen Kokoomus	1970	yleisohjelma	FI	KOK_61	KOK
742	                  Kokoomuksen näkökohtia Itä-Suomen kehittämiseksi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/14	Kansallinen Kokoomus	1970	erityisohjelma	FI	KOK_14	KOK
743	                  Kokoomuksen näkökohtia maatalouspolitiikasta ja metsäpolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/45	Kansallinen Kokoomus	1970	erityisohjelma	FI	KOK_45	KOK
744	                  Kokoomuksen kehitysyhteistyöohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/16	Kansallinen Kokoomus	1969	erityisohjelma	FI	KOK_16	KOK
745	                  Kokoomuksen politiikan lähiajan suunta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/76	Kansallinen Kokoomus	1969	yleisohjelma	FI	KOK_76	KOK
746	                  Kokoomuksen puolustuspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/71	Kansallinen Kokoomus	1969	erityisohjelma	FI	KOK_71	KOK
747	                  Kokoomuksen terveyspoliittinen ohjelma 1970                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/88	Kansallinen Kokoomus	1969	erityisohjelma	FI	KOK_88	KOK
748	                  Kokoomuksen kunnallispoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/27	Kansallinen Kokoomus	1968	erityisohjelma	FI	KOK_27	KOK
749	                  Kokoomuksen Poliittinen Toimintaohjelma 1966 - Kohti huomispäivän yhteiskuntaa                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/90	Kansallinen Kokoomus	1966	yleisohjelma	FI	KOK_90	KOK
750	                  Uusi eduskunta, uusi politiikka - Kokoomuksen vaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/100	Kansallinen Kokoomus	1962	vaaliohjelma	FI	KOK_100	KOK
751	                  Kokoomuksen 1960-luvun politiikan tavoitteet                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/79	Kansallinen Kokoomus	1961	yleisohjelma	FI	KOK_79	KOK
752	                  Kansallisen kokoomuksen kunnallisvaalijulistus                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/35	Kansallinen Kokoomus	1960	vaaliohjelma	FI	KOK_35	KOK
753	                  Kokoomuksen kunnallisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/26	Kansallinen Kokoomus	1959	erityisohjelma	FI	KOK_26	KOK
754	                  Ehdotus Kansallisen kokoomuksen yleisohjelmaksi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/121	Kansallinen Kokoomus	1957	yleisohjelma	FI	KOK_121	KOK
755	                  Kansallisen Kokoomuspuolueen Yleisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/120	Kansallinen Kokoomus	1957	yleisohjelma	FI	KOK_120	KOK
756	                  Me luotamme ihmiseen ja vapauteen                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/115	Kansallinen Kokoomus	1956	erityisohjelma	FI	KOK_115	KOK
757	                  Kansallisen kokoomuksen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/56	Kansallinen Kokoomus	1951	yleisohjelma	FI	KOK_56	KOK
758	                  Mistä vastustajat syyttävät - mitä itse vastaamme heille?                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/117	Kansallinen Kokoomus	1948	erityisohjelma	FI	KOK_117	KOK
759	                  Talonpojan vapaus vaarassa                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/77	Kansallinen Kokoomus	1947	erityisohjelma	FI	KOK_77	KOK
760	                  Kansallisen Kokoomuksen vaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/99	Kansallinen Kokoomus	1945	vaaliohjelma	FI	KOK_99	KOK
761	                  Kansallisen Kokoomuspuolueen Ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/55	Kansallinen Kokoomus	1945	yleisohjelma	FI	KOK_55	KOK
762	                  Mitä me vaaleissa puolustamme                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/93	Kansallinen Kokoomus	1945	vaaliohjelma	FI	KOK_93	KOK
763	                  Tarkista suuntasi, tarkista oikein                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/75	Kansallinen Kokoomus	1945	vaaliohjelma	FI	KOK_75	KOK
764	                  Kansallisen Kokoomuksen vaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/98	Kansallinen Kokoomus	1939	vaaliohjelma	FI	KOK_98	KOK
765	                  Kansallisen Kokoomuksen vaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/97	Kansallinen Kokoomus	1936	vaaliohjelma	FI	KOK_97	KOK
766	                  Kansallisen Kokoomuksen vaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/96	Kansallinen Kokoomus	1933	vaaliohjelma	FI	KOK_96	KOK
767	                  Kunnallisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/25	Kansallinen Kokoomus	1931	erityisohjelma	FI	KOK_25	KOK
768	                  Maatalouden pulaohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/49	Kansallinen Kokoomus	1931	erityisohjelma	FI	KOK_49	KOK
769	                  Sosialinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/73	Kansallinen Kokoomus	1931	erityisohjelma	FI	KOK_73	KOK
770	                  Teollisuus- ja kauppaohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/87	Kansallinen Kokoomus	1931	erityisohjelma	FI	KOK_87	KOK
771	                  Tulliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/91	Kansallinen Kokoomus	1931	erityisohjelma	FI	KOK_91	KOK
772	                  Välittömät verot                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/118	Kansallinen Kokoomus	1931	erityisohjelma	FI	KOK_118	KOK
773	                  Asutusasia                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/7	Kansallinen Kokoomus	1929	erityisohjelma	FI	KOK_7	KOK
774	                  Lepäämään jätetty sairausvakuutuslaki ja sosiaalivakuutuskysymys kokonaisuudessaan                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/109	Kansallinen Kokoomus	1929	erityisohjelma	FI	KOK_109	KOK
775	                  Osuuskassaliikkeen merkitys maataloudelle                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/59	Kansallinen Kokoomus	1929	erityisohjelma	FI	KOK_59	KOK
776	                  Pienviljelijäin taloudellinen asema                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/66	Kansallinen Kokoomus	1929	erityisohjelma	FI	KOK_66	KOK
777	                  Puunjalostuksen merkitys Suomelle                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/72	Kansallinen Kokoomus	1929	erityisohjelma	FI	KOK_72	KOK
778	                  Suomalaiskansallisille palkannauttijoille!                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/95	Kansallinen Kokoomus	1929	vaaliohjelma	FI	KOK_95	KOK
779	                  Kansallisen Kokoomuksen vaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/94	Kansallinen Kokoomus	1922	vaaliohjelma	FI	KOK_94	KOK
780	                  Kansallisen Kokoomuspuolueen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/54	Kansallinen Kokoomus	1921	yleisohjelma	FI	KOK_54	KOK
781	                  Kansallisen Kokoomuspuolueen Ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/53	Kansallinen Kokoomus	1919	yleisohjelma	FI	KOK_53	KOK
782	                  Kansallisen Kokoomuspuolueen VAALIJULISTUS                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/105	Kansallinen Kokoomus	1919	vaaliohjelma	FI	KOK_105	KOK
783	                  Kansallisen Kokoomuspuolueen Ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/52	Kansallinen Kokoomus	1918	yleisohjelma	FI	KOK_52	KOK
784	                  Asutusasiamme hoito                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/6	Kansallinen Kokoomus	-	erityisohjelma	FI	KOK_6	KOK
785	                  Pienviljelijät ja sosialismi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/67	Kansallinen Kokoomus	-	erityisohjelma	FI	KOK_67	KOK
786	                  Turva talonpojan työlle                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/KOK/78	Kansallinen Kokoomus	-	vaaliohjelma	FI	KOK_78	KOK
787	                  Rahat hyvinvointiin, ei aseisiin! - SKP:n eduskuntavaaliohjelma 2023                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/1487	Suomen kommunistinen puolue	2023	vaaliohjelma	FI	SKP_1487	SKP
788	                  SKP:n Vaalimanifesti eduskuntavaaleissa 2023                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/1488	Suomen kommunistinen puolue	2023	vaaliohjelma	FI	SKP_1488	SKP
789	                  Suomen kommunistisen puolueen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/1467	Suomen kommunistinen puolue	2022	yleisohjelma	FI	SKP_1467	SKP
790	                  Aluevaaliohjelma 2022                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/1442	Suomen kommunistinen puolue	2021	vaaliohjelma	FI	SKP_1442	SKP
791	                  Hävittäjämiljardit kuntapalveluihin -kuntavaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/1417	Suomen kommunistinen puolue	2021	vaaliohjelma	FI	SKP_1417	SKP
792	                  Kansainvälisen Euroopan puolesta – irti EU:sta ja nationalismista                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/1369	Suomen kommunistinen puolue	2019	vaaliohjelma	FI	SKP_1369	SKP
793	                  Rahan vallasta kansan valtaan                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/1363	Suomen kommunistinen puolue	2019	vaaliohjelma	FI	SKP_1363	SKP
794	                  Ei myytävänä! - SKP:n kuntavaaliohjelma 2017                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/943	Suomen kommunistinen puolue	2017	vaaliohjelma	FI	SKP_943	SKP
795	                  Not for sale! - Communist Party of Finland's municipal elections programme 2017                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/1083	Suomen kommunistinen puolue	2017	vaaliohjelma	EN	SKP_1083	SKP
796	                  SKP:n vaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/920	Suomen kommunistinen puolue	2014	vaaliohjelma	FI	SKP_920	SKP
797	                  Johtopäätöksiä SKP:n voimistamiseksi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/1263	Suomen kommunistinen puolue	2013	muu ohjelma	FI	SKP_1263	SKP
798	                  Rauhan ja kansainvälisen solidaarisuuden vaatimus                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/1264	Suomen kommunistinen puolue	2013	erityisohjelma	FI	SKP_1264	SKP
799	                  Talous ihmistä varten                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/1245	Suomen kommunistinen puolue	2013	erityisohjelma	FI	SKP_1245	SKP
800	                  Uusi suunta kuntauudistukselle                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/1249	Suomen kommunistinen puolue	2013	erityisohjelma	FI	SKP_1249	SKP
801	                  Vastarinnan ja vaihtoehtojen toimintaohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/1285	Suomen kommunistinen puolue	2013	erityisohjelma	FI	SKP_1285	SKP
802	                  2012 Municipal Election Platform of the Communist Party of Finland                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/728	Suomen kommunistinen puolue	2012	vaaliohjelma	EN	SKP_728	SKP
803	                  Åtgärder för närservicen – Rösta mot nedskärningspolitiken                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/750	Suomen kommunistinen puolue	2012	vaaliohjelma	SV	SKP_750	SKP
804	                  Tekoja lähipalvelujen puolesta - Äänestä vastalause leikkauspolitiikalle                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/746	Suomen kommunistinen puolue	2012	vaaliohjelma	FI	SKP_746	SKP
805	                  Kenkää rahaeliitille! SKP:n eduskuntavaaliohjelma 2011                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/745	Suomen kommunistinen puolue	2011	vaaliohjelma	FI	SKP_745	SKP
806	                  Sparka penningeliten! Valprogram för riksdagsvalet 2011                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/749	Suomen kommunistinen puolue	2011	vaaliohjelma	SV	SKP_749	SKP
807	                  SKP:n EU-vaaliohjelma 2009                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/723	Suomen kommunistinen puolue	2009	vaaliohjelma	FI	SKP_723	SKP
808	                  Kuntien lähipalvelujen puolesta, ei yksityistämiselle - SKP:n kunnallisvaaliohjelma 2008                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/725	Suomen kommunistinen puolue	2008	vaaliohjelma	FI	SKP_725	SKP
809	                  FKP:s valmanifest 2007: Kräv ny resursfördelning!                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/748	Suomen kommunistinen puolue	2007	vaaliohjelma	SV	SKP_748	SKP
810	                  SKP:n ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/737	Suomen kommunistinen puolue	2007	yleisohjelma	FI	SKP_737	SKP
811	                  SKP:n ohjelma eduskuntavaaleissa 2007: JAKO UUSIKSI!                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/743	Suomen kommunistinen puolue	2007	vaaliohjelma	FI	SKP_743	SKP
812	                  The Programme of the Communist Party of Finland                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/736	Suomen kommunistinen puolue	2007	yleisohjelma	EN	SKP_736	SKP
813	                  Luonnos SKP:n ohjelmasta eduskuntavaaleissa 2007: Jako uusiksi - oikeutta kaikille!                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/744	Suomen kommunistinen puolue	2006	vaaliohjelma	FI	SKP_744	SKP
814	                  SKP:n aloite perusturvan takaamiseksi jokaiselle                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/735	Suomen kommunistinen puolue	2006	erityisohjelma	FI	SKP_735	SKP
815	                  Finlands kommunistiska partis program i EU-parlamentsvalet 2004                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/724	Suomen kommunistinen puolue	2004	vaaliohjelma	SV	SKP_724	SKP
816	                  Kommunalvalsdeklaration                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKP/747	Suomen kommunistinen puolue	2004	vaaliohjelma	SV	SKP_747	SKP
